,V1,mean_lich_pre,lich_percent_05,lich_percent_10,lich_percent_20,shrub_pre,shrub_20,tree_pre,elevation,dnbr,end_recovered
1140,48538,10.86296304,0,0.123333335,2.217777729,3.187777758,24.78333282,32.34703573,359.7043457,0.10318277,20.41595576
1141,48545,12.40888882,0.006666667,0.354444444,3.147777796,1.598518491,23.05444527,32.38851929,353.1698608,0.118943408,25.36712064
1142,48559,11.1703701,0.478888899,0.850000024,2.554444551,2.123333375,23.82666588,29.16370392,345.1869202,0.101246953,22.86803864
1143,48594,11.34851869,8.300000191,8.196666718,8.92666626,19.35666656,23.97888947,6.132222176,847.3421021,0.02963927,78.65930792
1144,48601,13.46000004,11.75333309,11.37333298,10.8544445,26.18555578,29.16222191,7.612222195,700.7967529,0.034565601,80.64223234
1145,48657,13.95703697,9.025555611,9.595555305,10.83555603,22.56777763,19.41555595,1.92370375,837.6981201,0.066952869,77.63507435
1146,48664,17.79481443,7.457777977,9.140000343,12.47666645,20.63111115,15.35999966,2.646296263,875.5366821,0.085011289,70.11405767
1147,48678,17.18555546,6.967777729,8.672222137,11.86777782,24.74333318,12.24333286,3.627407392,837.427124,0.092765361,69.05670203
1148,48692,13.42666658,5.22555542,5.429999828,9.986666679,29.23962911,22.98777771,9.168888728,830.5405273,0.109292306,74.37934518
1149,48699,10.90592607,4.906666756,6.248888969,9.415555954,32.01629702,22.0288887,7.039629618,820.1347046,0.116706759,86.33430939
1150,48706,10.94037024,3.551111221,4.769999981,9.935555458,24.48111153,27.07999992,11.41148154,784.071228,0.1222938,90.81553218
1151,48727,11.75592581,5.804444313,7.565555573,10.61999989,27.72407341,27.58666611,2.937036991,877.3358154,0.086997598,90.33741837
1152,48734,15.24962966,13.70555592,14.26888847,14.90777779,19.02963003,20.03666687,1.4225926,871.2163696,0.049418073,97.75829395
1153,48741,13.65962982,8.051111221,10.34777737,12.57666683,26.68481445,21.28333282,0.704444428,906.8327637,0.073721945,92.0717984
1154,48755,12.3181483,7.138888836,10.30111122,11.55333328,29.06962967,29.36111069,3.125555515,899.2325439,0.087904043,93.79115274
1155,48762,10.75333341,4.28666687,7.323333263,9.20111084,32.26999982,37.5055542,11.64629618,824.2958374,0.102119371,85.56519629
1156,48769,11.22148164,3.541110992,6.777777672,8.564444542,25.46333313,36.27444458,17.40962919,782.4515381,0.090061322,76.32186921
1157,48776,13.07296308,7.00555563,8.271111488,8.655555725,17.17555555,28.75,22.56888898,728.6723633,0.092647158,66.20959359
1158,48783,15.76444435,3.26888895,4.783333302,7.861111164,14.53814824,30.36777687,19.97629674,693.3375244,0.108841993,49.86608465
1159,48790,20.00111135,1.434444427,1.708888888,7.412222385,17.47481537,35.0644455,16.23259226,683.6669312,0.109664023,37.05905265
1160,48797,11.72037029,1.602222204,1.726666689,5.674444675,23.6818517,37.46444321,12.66259289,737.6309814,0.107100636,48.41523377
1161,48853,11.28444449,1.297777772,1.377777815,2.442222118,1.356296301,20.47888947,27.14407412,331.2845154,0.084066741,21.64237788
1162,48916,10.81592592,9.397777557,9.444444656,9.738888741,26.48592567,28.41222191,2.568148136,823.5844116,0.051762193,90.04211767
1163,48923,12.29962953,5.736666679,7.892222404,11.86444473,20.38962936,15.9622221,3.361851851,846.9695435,0.059496041,96.46180565
1164,48958,11.48444462,1.875555515,2.263333321,9.803333282,25.50296275,32.8777771,15.73407427,750.0318604,0.12127509,85.36184037
1165,48965,11.93629646,4.541110992,5.508888721,9.375555992,25.763333,20.4011116,7.308518569,726.3295288,0.126582772,78.546608
1166,48986,15.27074051,6.918889046,8.390000343,12.25666714,19.67185211,12.51666641,3.406666676,819.2960815,0.109403841,80.2624282
1167,49042,12.56518523,8.478888512,10.26222229,11.46333313,21.90999985,23.18888855,4.328148047,851.0306396,0.100299016,91.23091241
1168,49049,15.38925934,8.5,9.128889084,10.66444397,14.13333321,25.64222145,22.25629616,781.196167,0.083513595,69.29796773
1169,49056,12.46407413,12.04333305,12.07777786,12.23111153,22.28444417,24.63777733,18.03925959,789.0757446,0.054879095,98.13092729
1170,49063,10.26814779,8.626667023,9.156666756,10.07222176,27.74518522,32.6566658,16.92296346,800.3295288,0.061387509,98.09190484
1171,49070,13.83111095,3.348888874,4.195555687,8.193333626,18.37814776,34.39110947,19.5022227,759.078125,0.099135868,59.23843466
1172,49077,10.99296316,1.648888946,1.975555539,6.473333359,23.52333323,38.55888748,17.77777735,768.9037476,0.101216123,58.88615533
1173,49084,14.00925922,3.787777662,5.488888741,7.880000114,25.75037003,31.63444519,6.605555534,761.2794189,0.128375903,56.24851385
1174,49091,10.94592603,1.24666667,2.214444399,6.26222229,21.68148168,35.28666687,17.48333359,716.862854,0.139816508,57.21052995
1175,49126,13.13592593,0.101111114,0.295555562,5.508888721,2.118888855,21.81444359,29.44370397,326.9720154,0.105727032,41.93757449
1176,49189,17.26259295,10.16333294,10.90666676,14.55444431,12.81259282,10.39666653,2.262962937,938.3736572,0.062646963,84.31204022
1177,49196,11.87185192,3.193333387,5.254444599,10.37555599,28.6859258,27.6744442,7.647777875,806.0352783,0.094628088,87.39627196
1178,49203,10.79592609,3.361111164,4.765555382,8.520000458,19.68666649,30.4422226,10.08740743,644.4431152,0.104001321,78.91866231
1179,49224,12.05851841,2.25888896,2.285555601,8.086667061,15.21851858,36.01555634,23.03592618,680.2978516,0.114179805,67.06186271
1180,49266,12.44703706,1.368888855,3.572222233,9.893333435,19.1240743,30.32333374,22.15518506,647.2548218,0.139205247,79.48344161
1181,49322,15.1637036,9.592222214,12.51111126,12.59555531,21.63777796,26.04000092,5.182222207,852.8248291,0.096565403,83.06384533
1182,49329,13.6200002,7.758888721,10.37222195,11.16555595,19.25851822,24.54555511,11.34999975,836.3728027,0.087821111,81.97911738
1183,49336,11.09481494,10.05555534,10.26222229,10.44444466,26.56555494,28.99666595,13.92592621,832.3689575,0.061305806,94.13807005
1184,49343,15.55037022,9.26222229,11.44888878,11.09222221,27.50555611,29.23999977,4.642592589,856.8214722,0.092143849,71.33092048
1185,49350,10.83185196,3.75999999,6.115555763,8.18999958,29.34407425,34.85777664,12.83592606,848.364624,0.119766377,75.61033525
1186,49357,15.00296307,4.845555782,7.258888721,8.303333282,24.17407481,33.57555389,13.25481478,806.1500244,0.124798357,55.34462256
1187,49364,15.9885184,4.142222404,6.788888931,8.554444313,20.41925939,29.64333344,10.11888885,782.8927612,0.135199055,53.5036712
1188,49371,14.27666664,1.49555552,2.311111212,7.144444466,18.347037,34.91555405,15.05185159,675.8692627,0.124543875,50.04280513
1189,49378,12.47962952,1.451111078,1.720000029,5.556666851,18.22444407,28.40444374,17.36333338,655.5365601,0.099642061,44.52589593
1190,49406,11.49370384,0.25777778,0.843333304,4.71333313,1.158888896,22.89777756,34.0562973,313.8570862,0.092449278,41.00795701
1191,49420,12.15851847,1.26111114,2.211111069,6.708889008,13.28148142,35.05666733,23.91000048,379.1756897,0.090722375,55.17850733
1192,49602,13.77296321,8.317777634,10.35333347,10.26888847,23.92814763,27.18333244,8.198518594,835.1044922,0.106010847,74.55830906
1193,49623,11.34629631,5.955555439,7.777777672,8.377778053,24.64222272,35.85889053,10.73962943,834.6379395,0.119467057,73.83711675
1194,49637,12.10555522,3.975555658,6.5,7.998888969,20.31148148,35.97999954,13.51518536,743.8480835,0.101010136,66.07618425
1195,49651,13.26962948,3.334444523,4.114444256,5.772222042,19.50074132,32.34555435,17.13555527,698.7020264,0.100111671,43.49949674
1196,49672,15.98259258,7.707777977,7.848888874,10.10111141,15.89333375,26.39333344,14.36851851,618.371582,0.021306477,63.20070639
1197,49693,13.34592597,0.118888892,0.874444425,3.451111078,4.07185181,23.47777748,32.64481481,299.467926,0.083078749,25.8589107
1198,49875,13.43370374,7.365555763,8.54777813,9.937777519,25.58259328,32.22000122,11.86888885,819.8873901,0.101809628,73.97645289
1199,49882,11.4070371,2.089999914,3.642222166,6.215555668,18.88407453,31.09111023,22.4940745,762.7358398,0.103896357,54.48878279
1200,49889,11.25333341,3.223333359,4.675555706,7.418889046,13.43296274,30.97999954,23.39851824,776.7044678,0.106532626,65.92614629
1201,49896,13.71185176,4.415555477,5.514444351,8.692222595,12.85111109,30.8077774,18.74703662,764.2497559,0.088782318,63.39204033
1202,49903,11.86185169,4.733333111,5.104444504,7.076666832,20.48555565,34.57110977,16.32185237,757.2462769,0.075679347,59.65903988
1203,49910,11.02851836,1.831111073,2.073333263,6.96999979,21.50666682,40.56222153,18.46629651,790.2195435,0.101068303,63.19978408
1204,49917,15.64777788,2.305555582,2.978888988,7.947777748,17.86407471,35.72555542,18.85370318,771.706604,0.108682752,50.79173421
1205,49931,11.61222204,7.25666666,8.957777977,9.666666985,25.41740735,29.71888924,5.942962964,796.6381836,0.004403942,83.2456265
1206,49938,10.87148158,1.75111115,2.862222195,7.003333569,19.95222282,37.04999924,19.6570371,739.0510254,0.008637931,64.41931138
1207,49945,12.67037042,2.01222229,2.715555668,7.316666603,16.82296244,35.63666534,19.06777763,668.5480957,0.029656896,57.74627229
1208,49966,12.86148167,1.122222185,1.468888879,3.544444561,3.235925913,19.9533329,25.11814817,280.7197571,0.054670729,27.55860213
1209,49973,10.50296338,0.037777778,0.665555537,1.956666708,4.309999863,26.57333374,26.91407394,282.1975098,0.069592424,18.62966323
1210,50078,12.11037032,8.503333092,8.593333244,10.22555542,17.52518527,26.3722229,21.56962967,492.176239,0.08663287,84.43635621
1211,50169,17.44666672,11.83444405,13.55111122,13.7122221,18.45222219,18.92555618,3.931111177,906.0975342,0.092632353,78.5950825
1212,50183,14.64999962,5.297777653,5.848888874,8.328888893,15.10888926,29.31777763,17.04555575,742.9161377,0.091267087,56.85248539
1213,50190,12.5707407,9.646666527,9.856666565,11.04444408,17.8448143,24.52444458,17.402963,776.8182983,0.078721151,87.85833984
1214,50197,10.71111107,5.477777958,7.521111012,6.51777792,29.32444445,39.00999832,8.52777799,842.3946533,0.101972245,60.85062397
1215,50211,13.47666677,2.198888779,3.958889008,7.844444275,15.29666678,33.50999832,20.23999977,794.4226074,0.103503406,58.20759992
1216,50218,13.10296313,2.829999924,4.413333416,8.141111374,18.38555527,37.10333252,19.95481491,767.5600586,0.108727813,62.13183456
1217,50232,13.5748148,6.678888798,7.562222004,7.539999962,26.98074087,29.65222168,10.91888873,863.6342163,0.044366553,55.54403559
1218,50239,12.04481475,5.662222385,7.174444675,7.548888683,29.1685187,32.09777832,8.707407316,878.9661865,0.011309423,62.67334818
1219,50281,10.04074065,0.013333334,0.221111104,0.885555565,4.31740737,28.1977787,25.75518481,286.4047852,0.075947076,8.819623933
1220,50337,13.33777777,1.804444432,2.059999943,7.869999886,13.12370396,34.61555481,26.39925957,466.486969,0.093487278,59.00533072
1221,50393,10.67962933,6.542222023,9.807777405,13.70222187,22.19222196,20.23999977,10.33962981,697.8424072,0.087360173,128.3024106
1222,50407,10.65518538,7.632222176,8.177778244,9.523333549,22.12148094,28.91111183,18.23111089,638.9639282,0.097264998,89.37745528
1223,50498,10.85407416,4.636666775,8.18888855,7.715555668,32.89555486,20.93333244,2.295185248,881.0692139,0.107131854,71.08442004
1224,50505,12.30296294,7.667778015,11.88555527,10.31999969,28.30999947,18.26222229,5.515185197,857.6793823,0.10964448,83.88223021
1225,50512,13.59074052,4.997777939,7.086666584,9.502222061,20.95111084,32.98555374,17.34555562,787.9998779,0.105150394,69.91688235
1226,50540,11.80444463,4.483333111,4.897777557,8.248888969,18.64222209,31.2677784,17.49888865,775.1838989,0.076187976,69.87951765
1227,50547,10.56888898,2.106666565,2.665555477,6.807777882,16.31740761,33.90000153,18.48962975,783.7116699,0.07490018,64.413373
1228,50603,11.58333365,0.127777785,0.427777767,2.203333378,2.542592605,25.26888847,36.37592697,295.8453979,0.096483313,19.0215826
1229,50729,10.69888878,4.083333492,5.794444561,9.511111259,25.84148153,28.65555573,9.092592557,677.4289551,0.103131711,88.89812256
1230,50764,10.65555573,9.783333778,9.70111084,9.598889351,23.44814809,23.31444359,20.65851784,622.5855103,0.044768419,90.08342313
1231,50813,12.82925924,1.987777829,3.042222261,8.826666832,17.37962977,36.37444305,17.76333364,754.5848999,0.116437979,68.8010638
1232,50911,13.22814814,0.017777778,0.167777777,0.712222219,2.987407366,28.37111092,28.69629669,255.6838837,0.076885365,5.384141535
1233,50925,11.54370372,0.186666667,0.458888888,2.543333292,0.933333357,24.05666733,37.4422226,278.4474487,0.089870624,22.03221215
1234,51023,10.92111111,6.795555592,7.619999886,9.556666374,28.40481504,32.45222092,9.340000153,762.3922119,0.098954163,87.50635609
1235,51030,14.64370346,8.680000305,10.37777805,11.8166666,24.41777802,25.35666656,4.984444459,791.2009277,0.102011718,80.69452263
1236,51149,12.82259242,1.581111073,2.658888817,8.996666908,16.36370405,39.76555634,19.65629578,684.7958984,0.085208192,70.16262091
1237,51156,11.20481491,2.083333254,3.223333359,8.313333511,15.48592599,39.92555618,18.19888941,640.7749023,0.10667327,74.19429573
1238,51163,15.20666663,1.206666708,3.257777691,7.635555744,14.70000013,37.0055542,24.91222191,655.8081665,0.102880977,50.21189673
1239,51170,12.8248148,0.361111104,2.369999886,6.840000153,16.08333397,43.21777725,21.5022227,646.8585205,0.05057472,53.33410471
1240,51268,14.11740748,0.02,0.99888891,1.662222266,0.375925928,26.38888931,33.2518514,262.2362061,0.083096907,11.7742742
1241,51282,13.62259261,0,0.334444433,2.946666718,0.981111109,25.48555565,38.22592672,284.3547058,0.094380304,21.63073361
1242,51338,10.32629649,1.974444389,3.24000001,8.682222366,24.12703705,38.99555588,21.16777802,749.6402588,0.077946551,84.07876315
1243,51359,13.25592581,6.613333225,8.442222595,12.11111069,25.57222176,22.68666649,4.196296215,813.0730591,0.101186983,91.36374824
1244,51380,11.01925945,4.856666565,6.032222271,9.851111412,24.34814898,32.65777588,13.2129631,744.710083,0.090566553,89.39903316
1245,51422,12.65851847,10.21555519,10.54111099,11.25777817,13.81185182,17.57666588,18.37444433,603.5178223,0.039856449,88.93440565
1246,51485,10.38814831,1.156666636,2.603333235,7.156666756,19.95259221,39.23888779,16.10592588,651.1096191,0.097598866,68.89261246
1247,51492,11.08444468,1.537777781,1.977777719,6.983333111,17.21851858,32.39444351,15.71111107,641.1520386,0.08791212,63.00119953
1248,51499,10.86481508,0.76444447,2.044444561,7.03000021,16.68259303,39.23666763,18.17000008,640.9564819,0.035238173,64.70427854
1249,51506,10.18222205,0.217777774,0.783333361,6.992222309,17.01370366,36.9011116,15.17814827,627.4641113,0.018170016,68.6708881
1250,51513,13.61407407,0.874444425,1.606666684,5.052222252,16.17000008,32.33444595,14.14814854,620.9464722,0.053972945,37.11028914
1251,51597,10.63222249,0.063333333,0.99888891,1.398888946,5.751481533,31.09000015,25.35888863,256.4585571,0.079119734,13.1570699
1252,51604,11.00962957,0.318888903,0.546666682,1.595555544,1.539999962,26.77777863,33.56851959,269.5735779,0.105041213,14.49236356
1253,51618,13.91592598,0.111111112,0.364444435,1.675555587,3.018518527,27.22444534,28.98518499,266.3497925,0.083049968,12.04056122
1254,51646,13.80222225,12.38111115,13.08555603,12.93222237,29.4070371,25.90777779,1.426296314,879.7547607,0.045715939,93.69666805
1255,51653,12.23851871,10.65555573,11.76111126,12.84000015,21.09555562,21.24555588,5.464444478,914.9035645,0.048315514,104.9146588
1256,51660,13.84444427,11.78222179,12.91777802,13.38222218,12.72740746,11.92222214,4.457036972,905.671936,0.052084409,96.66131706
1257,51667,10.50740751,6.722222328,8.355555534,10.90333366,24.01407433,28.97555542,13.05888875,824.7481079,0.073120989,103.768067
1258,51681,12.71481482,8.304444313,10.21666622,12.78666687,29.76444435,23.7966671,4.868518511,859.920166,0.090717547,100.565105
1259,51695,10.84925938,8.607777596,10.18777752,10.9333334,32.19592667,31.29999924,6.797407468,826.1191406,0.070711166,100.7749287
1260,51702,15.50111135,8.034444809,9.020000458,10.65111065,28.57111104,33.6044426,4.824444453,777.0308838,0.07341484,68.71191626
1261,51716,15.52148151,12.19777775,13.22555542,14.89333344,22.69518471,20.74888802,1.131481489,881.1594238,0.075794972,95.95304045
1262,51744,11.31962967,2.831111193,5.962222099,7.50666666,12.06703695,29.28222275,12.02111117,641.0079346,0.04945606,66.31547921
1263,51807,11.2762963,0.072222225,0.922222197,6.21999979,19.67000008,42.06222153,20.55925941,684.5454102,0.10242033,55.15995346
1264,51814,11.0288887,0.26111111,1.276666641,6.929999828,20.59666634,43.78888702,20.62481499,697.6801758,0.082739882,62.83497835
1265,51842,11.35259247,0.156666666,0.634444416,4.489999771,15.83666674,41.57777786,20.75222206,683.4337158,0.063370198,39.55043558
1266,51891,11.37888877,6.678888798,7.072222233,7.736666679,17.17777761,23.68111038,7.857037067,577.4940186,0.056853008,67.99140794
1267,51905,12.49148178,1.454444408,2.302222252,3.632222176,6.831111113,23.20999908,17.07962926,512.5869141,0.053386278,29.07759255
1268,51947,13.82370377,0.159999996,0.124444447,1.76444447,0.642222226,24.62000084,34.69555537,263.019165,0.090544403,12.76390539
1269,51968,10.02370389,2.858888865,2.847777843,3.824444532,5.564074039,20.8544445,24.39962959,246.6251068,0.066486038,38.15400548
1270,51982,10.0155557,3.844444513,3.51222229,4.929999828,11.66222191,22.34111023,27.52555529,296.3276978,0.068360418,49.2234278
1271,52017,10.6611112,3.346666574,3.443333387,5.458889008,15.74407419,28.17555618,26.24148115,396.6659851,0.059241533,51.20375266
1272,52080,11.08962981,8.441111565,9.543333054,12.05222225,32.46814855,27.65999985,4.044814746,895.2024536,0.076687276,108.6801134
1273,52087,12.93555578,9.948888779,10.92333317,12.26777744,26.44370333,26.59222221,3.231111129,889.7739258,0.057106044,94.83765256
1274,52101,19.03851891,16.54999924,17.13111115,17.9066658,19.20666695,18.46222305,1.383703709,935.2631226,0.038674749,94.0549309
1275,52108,12.41666667,11.79888916,11.35555553,10.80111122,34.09962845,36.95333481,8.144444466,884.7787476,0.020317724,86.98881521
1276,52192,10.17555555,3.982222319,5.369999886,8.132222176,27.61296336,36.71333313,18.38666662,747.482666,0.106708668,79.91919594
1277,52206,10.82666683,0.143333331,0.585555553,5.991111279,20.67925898,44.6866684,20.11185201,712.3375244,0.078207716,55.33661811
1278,52227,11.00370407,1.436666608,3.318888903,5.539999962,15.68777752,32.8144455,7.568148136,738.2264404,0.055002782,50.34668259
1279,52234,11.18925921,0.811111093,1.208888888,6.167778015,21.22629674,39.62555695,13.89444447,667.2258301,0.087154031,55.1223088
1280,52276,10.57296276,0.354444444,0.50666666,3.545555592,16.70111148,39.11555481,19.19518471,582.4711304,0.078602254,33.5341727
1281,52297,10.64999994,0.343333334,0.794444442,2.119999886,16.58814812,39.05222321,19.97222201,546.3054199,0.073946141,19.90610233
1282,52381,10.64592616,1.527777791,1.669999957,7.601110935,9.257037004,26.35888863,27.1066672,347.7976685,0.087136522,71.39924533
1283,52388,13.30333328,5.107777596,4.70666647,8.695555687,16.05592569,28.44333267,24.17703692,295.0414124,0.082916155,65.36373631
1284,52451,10.50851822,3.137777805,3.275555611,5.01888895,12.83592574,28.97444534,25.38111115,271.3613281,0.055898428,47.7601965
1285,52458,10.36814817,1.450000048,1.50999999,4.885555744,16.96888924,32.65555573,28.195556,304.2327271,0.076131217,47.12081333
1286,52500,10.67962964,0.412222236,2.132222176,8.194444656,17.86111132,39.51777649,27.61592547,597.1728516,0.079051517,76.72967069
1287,52521,16.52592595,16.63999939,16.85000038,16.61333275,12.39111106,12.61999989,0.062962964,1013.418945,0.030625027,100.5289071
1288,52528,12.51592573,11.96888924,11.79333305,11.32333374,39.98555501,41.07888794,1.652962963,955.3710938,0.011648238,90.4714041
1289,52542,10.37222195,10.19777775,10.12777805,10.02000046,34.86851883,36.44555664,10.24481455,833.1351929,0.009342751,96.6041848
1290,52605,13.14814822,11.35111141,11.13444424,11.57999992,22.93777784,26.75666618,12.15148163,752.1115112,0.037874881,88.07323838
1291,52647,10.52296321,0.024444444,0.416666657,3.924444437,10.90555573,50.2733345,26.84629567,677.7113647,0.079558313,37.29410015
1292,52654,10.89814822,0.235555559,1.095555544,3.163333416,12.60925929,45.12111282,23.46407382,670.7546387,0.098690204,29.02633872
1293,52745,12.12185192,1.901111126,3.276666641,7.432222366,15.17296314,30.9766674,16.65592575,696.5097046,0.125748158,61.31259823
1294,52752,11.18037033,1.633333325,1.983333349,5.875555515,18.53851891,32.23333359,15.67925898,637.9541626,0.12537241,52.55242305
1295,52843,11.92814795,7.717777729,7.24444437,7.203333378,2.939259291,10.32777786,15.32444477,231.1791992,0.013413026,60.38936981
1296,52850,12.11740748,2.9977777,2.801111221,7.78666687,12.93111102,29.37999916,25.74259249,386.3421631,0.093971282,64.26017184
1297,52878,11.20925935,4.207777977,4.144444466,6.846666813,11.60740725,28.79333305,28.91259257,316.9015198,0.080721699,61.08045678
1298,52892,11.93851852,0.694444418,0.788888872,7.820000172,11.99777762,35.59222412,31.02333323,353.3245239,0.116796531,65.5022661
1299,52906,13.56111081,0.781111121,0.276666671,10.19777775,11.96296279,35.93222046,30.10222244,383.3773193,0.122571722,75.19869049
1300,52913,13.27148183,1.376666665,1.467777729,8.70222187,10.80629635,35.7844429,29.55111122,315.6500854,0.095698871,65.57083814
1301,52948,13.0370369,13.17888927,13.08333302,13.12777805,5.57851855,6.063333511,0.003703704,1082.856934,0.0152109,100.6960259
1302,52962,17.07185173,16.75111198,16.43555641,15.76444435,19.40740776,19.13888931,0.839999994,989.3475952,0.004337189,92.34173656
1303,53004,12.47481473,6.227777958,7.077777863,7.665555477,27.60814794,32.65222168,11.80222193,887.2851563,0.030871863,61.44825107
1304,53032,12.91333357,12.7033329,12.51888847,12.15444469,18.9359258,19.32111168,16.94111125,713.7250366,0.00905522,94.12321477
1305,53039,12.30037022,8.226666451,8.695555687,9.055555344,18.66629601,24.14666748,14.10925929,664.1654053,0.023698024,73.62018528
1306,53060,11.2014815,0.938888907,2.882222176,6.631111145,21.36963018,42.43111038,14.26370366,661.6768188,0.101893194,59.19851891
1307,53081,12.74407419,0.473333329,0.847777784,4.693333149,16.42222277,32.80555725,18.0040741,578.7617188,0.087591074,36.82757241
1308,53109,11.57666651,0.134444445,0.272222221,7.010000229,19.63629595,40.74111176,18.4185187,599.5764771,0.090801425,60.55283894
1309,53123,11.16148122,0.106666669,0.307777792,6.041110992,16.00407441,35.26444626,19.36185201,645.1234741,0.110416017,54.12463519
1310,53130,16.23888874,0.475555569,1.607777834,6.685555458,14.33814812,33.3777771,16.08037027,636.0945435,0.082619593,41.17003057
1311,53137,17.53481483,1.728888869,4.348888874,5.426666737,12.15111097,27.94111061,12.54074065,590.7956543,0.066200621,30.94795575
1312,53172,12.65333366,0.204444438,0.670000017,7.112222195,20.00814819,36.00444412,16.38222249,720.3021851,0.125813439,56.20828774
1313,53235,10.92481486,6.945555687,8.029999733,9.742221832,35.41185252,30.55111122,3.612592618,897.2021484,0.084844306,89.17516642
1314,53319,11.20592594,0.526666641,0.540000021,8.606666565,11.9785188,33.59999847,30.18074099,425.5553894,0.122958399,76.80459973
1315,53340,11.93925921,1.321111083,1.744444489,8.726666451,14.92814795,36.20666504,28.04555511,399.6072388,0.12789911,73.09219354
1316,53347,11.77444458,3.801111221,4.066666603,6.800000191,10.70111116,30.38555527,29.54333369,346.5193176,0.099387184,57.75219497
1317,53368,14.85814794,14.87444401,14.90555573,14.2788887,9.824074109,11.57999992,0.205185185,1053.925415,0.002234511,96.10140349
1318,53410,10.27555561,9.858888626,9.748888969,9.556666374,25.03814824,26.1455555,16.57222176,779.4490967,0.008332235,93.00388939
1319,53424,11.4177777,4.897777557,5.354444504,6.928888798,19.41370392,28.69111061,16.0444444,727.2590942,0.006560659,60.68509111
1320,53431,17.22518476,3.881111145,5.053333282,8.313333511,14.44592603,29.45777702,17.24407387,705.3441162,0.023651564,48.26266672
1321,53438,17.11888885,3.155555487,5.161110878,7.411110878,13.02925936,29.65333366,18.08074061,666.9330444,0.050985377,43.29200885
1322,53445,13.2459259,8.017777443,8.717778206,9.556666374,17.9940745,24.1455555,14.35777791,618.2442017,0.068984896,72.14796794
1323,53452,10.89740753,4.992222309,5.215555668,6.983333111,17.54925982,29.35777855,18.03185209,639.192688,0.075833082,64.0825177
1324,53459,11.80962944,3.392222166,3.787777662,6.920000076,17.8388888,34.47000122,17.17481486,636.3516235,0.066439994,58.59625072
1325,53466,14.54703712,2.082222223,3.48111105,9.367777824,19.23851903,36.5055542,13.50222206,620.8859863,0.059065402,64.39646606
1326,53473,10.90074062,2.271111012,3.473333359,7.957777977,18.20481491,33.46222305,16.05999978,592.4735718,0.06139826,73.00217712
1327,53480,16.05999978,0.594444454,1.534444451,3.170000076,10.08111127,33.3433342,18.61370341,607.9345703,0.046631753,19.73848144
1328,53487,13.1974074,1.121111155,1.198888898,4.498888969,12.66703701,27.66666603,22.52518527,656.5679932,0.033979964,34.08918761
1329,53494,10.63407421,0.07,0.164444447,5.771111012,16.97333336,38.13888931,24.04333369,693.7819824,0.06110245,54.26999001
1330,53508,10.11962954,0.944444418,1.305555582,6.155555725,16.18222205,38.72555542,17.99740728,698.2150879,0.100675158,60.82787615
1331,53515,11.19296296,1.648888946,1.972222209,6.938889027,15.14370378,31.94666672,16.8003699,699.7947388,0.106026918,61.99331713
1332,53522,15.23777739,0.280000001,0.967777789,5.465555668,12.20925903,40.25888824,18.09740766,652.4782715,0.096879609,35.86845724
1333,53529,14.92259248,0.13666667,0.425555557,4.347777843,16.6374073,43.69555664,20.13777796,598.7973022,0.090515792,29.13553961
1334,53536,17.13481458,2.647777796,3.367777824,4.340000153,13.0659256,26.11555481,10.66185188,545.9320068,0.071353048,25.32855043
1335,53543,13.06962967,3.658888817,4.264444351,4.802222252,14.6085186,24.95555496,9.080740611,511.5947266,0.064425029,36.74336897
1336,53634,11.62481499,4.464444637,7.364444256,9.002222061,35.38962936,28.93777847,3.356666644,901.5300903,0.105245702,77.4397018
1337,53662,12.87222226,7.457777977,7.081110954,7.675555706,2.077777783,10.58111095,17.67888896,233.2661591,0.022116672,59.62883136
1338,53718,10.59555531,0.455555558,0.563333333,7.51777792,15.54000028,37.0933342,28.66925939,510.43927,0.140795201,70.95218422
1339,53732,10.95740732,2.692222118,2.646666765,8.068888664,10.96777789,33.36999893,29.24962997,431.5311279,0.113268405,73.63866681
1340,53746,11.17259248,4.212222099,4.013333321,6.672222137,13.00444444,29.81444359,21.73259226,369.919342,0.077283636,59.71955165
1341,53809,11.0600001,10.90444469,10.82999992,10.61111069,30.9422226,32.04666519,7.504073938,894.5246582,0.015351251,95.9413254
1342,53816,12.81555557,12.7966671,12.74888897,12.65666676,30.69888878,31.45999908,7.41481479,908.5212402,0.006337171,98.76018784
1343,53844,11.86888917,8.313333511,8.787777901,9.684444427,19.04962921,25.81555557,19.13333321,750.7297363,0.01271663,81.59520479
1344,53851,10.87888877,4.758888721,4.998888969,7.363333225,19.19370397,29.46333313,19.72222201,718.3294678,0.025105847,67.68460808
1345,53865,10.9737037,3.087777853,3.438888788,6.104444504,20.06518491,33.50222397,17.32370313,703.1369019,0.08226534,55.62793264
1346,53872,10.59925938,0.616666675,1.480000019,6.24444437,21.03888893,42.46222305,17.97296333,724.3947754,0.088179387,58.91396888
1347,53879,10.07444445,4.474444389,4.593333244,6.894444466,22.1570371,33.61222076,14.3700002,698.4544678,0.058365956,68.43498416
1348,53886,12.51037057,2.448888779,4.159999847,8.575555801,17.56333351,34.38555527,13,658.0184326,0.045095265,68.5475762
1349,53893,10.18481509,1.407777786,2.115555525,3.856666565,10.84555562,34.82222366,21.37444496,658.9862061,0.016013103,37.8668295
1350,53907,10.46333345,0.175555557,0.342222214,6.681111336,14.40407403,40.17889023,24.37259229,758.5921021,0.030710228,63.85260844
